HR-Employee-Attrition-完美中文版,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齡,流失,出差頻率,日薪,部門,家住距離,教育程度,教育領域,員工數,員工編號,環境滿意度,性別,小時薪資,工作投入度,職級,職位角色,工作滿意度,婚姻狀態,月薪,月費率,曾工作公司數,超過18歲,加班,加薪百分比,績效評級,關係滿意度,標準工時,股票選擇權等級,總工作年資,去年訓練次數,工作生活平衡,在公司年資,目前角色年資,上次升遷年資,目前主管年資
37,否,偶爾出差,446,研發部,1,4,生命科學,1,635,2,女性,65,3,2,製造總監,2,已婚,6447,15701,6,是,否,12,3,2,80,1,8,2,2,6,5,4,3
49,否,偶爾出差,1245,研發部,18,4,生命科學,1,638,4,男性,58,2,5,研究總監,3,離婚,19502,2125,1,是,是,17,3,3,80,1,31,5,3,31,9,0,9
24,否,偶爾出差,691,研發部,23,3,醫學,1,639,2,男性,89,4,1,研究科學家,4,已婚,2725,21630,1,是,是,11,3,2,80,2,6,3,3,6,5,1,4
26,否,偶爾出差,703,銷售部,28,2,行銷,1,641,1,男性,66,3,2,銷售執行,2,已婚,6272,7428,1,是,否,20,4,4,80,2,6,5,4,5,3,1,4
24,否,偶爾出差,823,研發部,17,2,其他,1,643,4,男性,94,2,1,實驗室技術員,2,已婚,2127,9100,1,是,否,21,4,4,80,1,1,2,3,1,0,0,0
50,否,頻繁出差,1246,人力資源專員,3,3,醫學,1,644,1,男性,99,3,5,經理,2,已婚,18200,7999,1,是,否,11,3,3,80,1,32,2,3,32,5,10,7
25,否,偶爾出差,622,銷售部,13,1,醫學,1,645,2,男性,40,3,1,銷售代表,3,已婚,2096,26376,1,是,否,11,3,3,80,0,7,1,3,7,4,0,6
24,是,頻繁出差,1287,研發部,7,3,生命科學,1,647,1,女性,55,3,1,實驗室技術員,3,已婚,2886,14168,1,是,是,16,3,4,80,1,6,4,3,6,3,1,2
30,是,頻繁出差,448,銷售部,12,4,生命科學,1,648,2,男性,74,2,1,銷售代表,1,已婚,2033,14470,1,是,否,18,3,3,80,1,1,2,4,1,0,0,0
34,否,偶爾出差,254,研發部,1,2,生命科學,1,649,2,男性,83,2,1,研究科學家,4,已婚,3622,22794,1,是,是,13,3,4,80,1,6,3,3,6,5,1,3
31,是,偶爾出差,1365,銷售部,13,4,醫學,1,650,2,男性,46,3,2,銷售執行,1,離婚,4233,11512,2,是,否,17,3,3,80,0,9,2,1,3,1,1,2
35,否,偶爾出差,538,研發部,25,2,其他,1,652,1,男性,54,2,2,實驗室技術員,4,單身,3681,14004,4,是,否,14,3,4,80,0,9,3,3,3,2,0,2
31,否,偶爾出差,525,銷售部,6,4,醫學,1,653,1,男性,66,4,2,銷售執行,4,離婚,5460,6219,4,是,否,22,4,4,80,2,13,4,4,7,7,5,7
27,否,偶爾出差,798,研發部,6,4,醫學,1,655,1,女性,66,2,1,研究科學家,3,離婚,2187,5013,0,是,否,12,3,3,80,2,6,5,2,5,3,0,3
37,否,偶爾出差,558,銷售部,2,3,行銷,1,656,4,男性,75,3,2,銷售執行,3,已婚,9602,3010,4,是,是,11,3,3,80,1,17,3,2,3,0,1,0
20,否,偶爾出差,959,研發部,1,3,生命科學,1,657,4,女性,83,2,1,研究科學家,2,單身,2836,11757,1,是,否,13,3,4,80,0,1,0,4,1,0,0,0
42,否,偶爾出差,622,研發部,2,4,生命科學,1,659,3,女性,81,3,2,醫療代表,4,已婚,4089,5718,1,是,否,13,3,2,80,2,10,4,3,10,2,2,2
43,否,偶爾出差,782,研發部,6,4,其他,1,661,2,男性,50,2,4,研究總監,4,離婚,16627,2671,4,是,是,14,3,3,80,1,21,3,2,1,0,0,0
38,否,偶爾出差,362,研發部,1,1,生命科學,1,662,3,女性,43,3,1,研究科學家,1,單身,2619,14561,3,是,否,17,3,4,80,0,8,3,2,0,0,0,0
43,否,頻繁出差,1001,研發部,9,5,醫學,1,663,4,男性,72,3,2,實驗室技術員,3,離婚,5679,19627,3,是,是,13,3,2,80,1,10,3,3,8,7,4,7
48,否,偶爾出差,1236,研發部,1,4,生命科學,1,664,4,女性,40,2,4,經理,1,已婚,15402,17997,7,是,否,11,3,1,80,1,21,3,1,3,2,0,2
44,否,偶爾出差,1112,人力資源專員,1,4,生命科學,1,665,1,女性,50,2,2,人力資源專員,3,單身,5985,26894,4,是,否,11,3,2,80,0,10,1,4,2,2,0,2
34,否,偶爾出差,204,銷售部,14,3,技術學位,1,666,3,女性,31,3,1,銷售代表,3,離婚,2579,2912,1,是,是,18,3,4,80,2,8,3,3,8,2,0,6
27,是,偶爾出差,1420,銷售部,2,1,行銷,1,667,3,男性,85,3,1,銷售代表,1,離婚,3041,16346,0,是,否,11,3,2,80,1,5,3,3,4,3,0,2
21,否,偶爾出差,1343,銷售部,22,1,技術學位,1,669,3,男性,49,3,1,銷售代表,3,單身,3447,24444,1,是,否,11,3,3,80,0,3,2,3,3,2,1,2
44,否,偶爾出差,1315,研發部,3,4,其他,1,671,4,男性,35,3,5,經理,4,已婚,19513,9358,4,是,是,12,3,1,80,1,26,2,4,2,2,0,1
22,否,偶爾出差,604,研發部,6,1,醫學,1,675,1,男性,69,3,1,研究科學家,3,已婚,2773,12145,0,是,否,20,4,4,80,0,3,3,3,2,2,2,2
33,否,偶爾出差,1216,銷售部,8,4,行銷,1,677,3,男性,39,3,2,銷售執行,3,離婚,7104,20431,0,是,否,12,3,4,80,0,6,3,3,5,0,1,2
32,否,偶爾出差,646,研發部,9,4,生命科學,1,679,1,女性,92,3,2,研究科學家,4,已婚,6322,18089,1,是,是,12,3,4,80,1,6,2,2,6,4,0,5
30,否,頻繁出差,160,研發部,3,3,醫學,1,680,3,女性,71,3,1,研究科學家,3,離婚,2083,22653,1,是,否,20,4,3,80,1,1,2,3,1,0,0,0
53,否,偶爾出差,238,銷售部,1,1,醫學,1,682,4,女性,34,3,2,銷售執行,1,單身,8381,7507,7,是,否,20,4,4,80,0,18,2,4,14,7,8,10
34,否,偶爾出差,1397,研發部,1,5,生命科學,1,683,2,男性,42,3,1,研究科學家,4,已婚,2691,7660,1,是,否,12,3,4,80,1,10,4,2,10,9,8,8
45,是,頻繁出差,306,銷售部,26,4,生命科學,1,684,1,女性,100,3,2,銷售執行,1,已婚,4286,5630,2,是,否,14,3,4,80,2,5,4,3,1,1,0,0
26,否,偶爾出差,991,研發部,6,3,生命科學,1,686,3,女性,71,3,1,實驗室技術員,4,已婚,2659,17759,1,是,是,13,3,3,80,1,3,2,3,3,2,0,2
37,否,偶爾出差,482,研發部,3,3,其他,1,689,3,男性,36,3,3,製造總監,3,已婚,9434,9606,1,是,否,15,3,3,80,1,10,2,3,10,7,7,8
29,否,偶爾出差,1176,銷售部,3,2,醫學,1,690,2,女性,62,3,2,銷售執行,3,已婚,5561,3487,1,是,否,14,3,1,80,1,6,5,2,6,0,1,2
35,否,偶爾出差,1017,研發部,6,4,生命科學,1,691,2,男性,82,1,2,研究科學家,4,單身,6646,19368,1,是,否,13,3,2,80,0,17,3,3,17,11,11,8
33,否,頻繁出差,1296,研發部,6,3,生命科學,1,692,3,男性,30,3,2,醫療代表,4,離婚,7725,5335,3,是,否,23,4,3,80,1,15,2,1,13,11,4,7
54,否,偶爾出差,397,人力資源專員,19,4,醫學,1,698,3,男性,88,3,3,人力資源專員,2,已婚,10725,6729,2,是,否,15,3,3,80,1,16,1,4,9,7,7,1
36,否,偶爾出差,913,研發部,9,2,醫學,1,699,2,男性,48,2,2,製造總監,2,離婚,8847,13934,2,是,是,11,3,3,80,1,13,2,3,3,2,0,2
27,否,偶爾出差,1115,研發部,3,4,醫學,1,700,1,男性,54,2,1,研究科學家,4,單身,2045,15174,0,是,否,13,3,4,80,0,5,0,3,4,2,1,1
20,是,偶爾出差,1362,研發部,10,1,醫學,1,701,4,男性,32,3,1,研究科學家,3,單身,1009,26999,1,是,是,11,3,4,80,0,1,5,3,1,0,1,1
33,是,頻繁出差,1076,研發部,3,3,生命科學,1,702,1,男性,70,3,1,研究科學家,1,單身,3348,3164,1,是,是,11,3,1,80,0,10,3,3,10,8,9,7
35,否,不出差,727,研發部,3,3,生命科學,1,704,3,男性,41,2,1,實驗室技術員,3,已婚,1281,16900,1,是,否,18,3,3,80,2,1,3,3,1,0,0,0
23,否,偶爾出差,885,研發部,4,3,醫學,1,705,1,男性,58,4,1,研究科學家,1,已婚,2819,8544,2,是,否,16,3,1,80,1,5,3,4,3,2,0,2
25,否,偶爾出差,810,銷售部,8,3,生命科學,1,707,4,男性,57,4,2,銷售執行,2,已婚,4851,15678,0,是,否,22,4,3,80,1,4,4,3,3,2,1,2
38,否,偶爾出差,243,銷售部,7,4,行銷,1,709,4,女性,46,2,2,銷售執行,4,單身,4028,7791,0,是,否,20,4,1,80,0,8,2,3,7,7,0,5
29,否,頻繁出差,806,研發部,1,4,生命科學,1,710,2,男性,76,1,1,研究科學家,4,離婚,2720,18959,1,是,否,18,3,4,80,1,10,5,3,10,7,2,8
48,否,偶爾出差,817,銷售部,2,1,行銷,1,712,2,男性,56,4,2,銷售執行,2,已婚,8120,18597,3,是,否,12,3,4,80,0,12,3,3,2,2,2,2
27,否,頻繁出差,1410,銷售部,3,1,醫學,1,714,4,女性,71,4,2,銷售執行,4,離婚,4647,16673,1,是,是,20,4,2,80,2,6,3,3,6,5,0,4
37,否,偶爾出差,1225,研發部,10,2,生命科學,1,715,4,男性,80,4,1,研究科學家,4,單身,4680,15232,3,是,否,17,3,1,80,0,4,2,3,1,0,0,0
50,否,偶爾出差,1207,研發部,28,1,醫學,1,716,4,男性,74,4,1,實驗室技術員,3,已婚,3221,3297,1,是,是,11,3,3,80,3,20,3,3,20,8,3,8
34,否,偶爾出差,1442,研發部,9,3,醫學,1,717,4,女性,46,2,3,醫療代表,2,單身,8621,17654,1,是,否,14,3,2,80,0,9,3,4,8,7,7,7
24,是,偶爾出差,693,銷售部,3,2,生命科學,1,720,1,女性,65,3,2,銷售執行,3,單身,4577,24785,9,是,否,14,3,1,80,0,4,3,3,2,2,2,0
39,否,偶爾出差,408,研發部,2,4,技術學位,1,721,4,女性,80,2,2,醫療代表,3,單身,4553,20978,1,是,否,11,3,1,80,0,20,4,3,20,7,11,10
32,否,偶爾出差,929,銷售部,10,3,行銷,1,722,4,男性,55,3,2,銷售執行,4,單身,5396,21703,1,是,否,12,3,4,80,0,10,2,2,10,7,0,8
50,是,頻繁出差,562,銷售部,8,2,技術學位,1,723,2,男性,50,3,2,銷售執行,3,已婚,6796,23452,3,是,是,14,3,1,80,1,18,4,3,4,3,1,3
38,否,偶爾出差,827,研發部,1,4,生命科學,1,724,2,女性,33,4,2,醫療代表,4,單身,7625,19383,0,是,否,13,3,3,80,0,10,4,2,9,7,1,8
27,否,偶爾出差,608,研發部,1,2,生命科學,1,725,3,女性,68,3,3,製造總監,1,已婚,7412,6009,1,是,否,11,3,4,80,0,9,3,3,9,7,0,7
32,否,偶爾出差,1018,研發部,3,2,生命科學,1,727,3,女性,39,3,3,研究總監,4,單身,11159,19373,3,是,否,15,3,4,80,0,10,6,3,7,7,7,7
47,否,偶爾出差,703,銷售部,14,4,行銷,1,728,4,男性,42,3,2,銷售執行,1,單身,4960,11825,2,是,否,12,3,4,80,0,20,2,3,7,7,1,7
40,否,頻繁出差,580,銷售部,5,4,生命科學,1,729,4,男性,48,2,3,銷售執行,1,已婚,10475,23772,5,是,是,21,4,3,80,1,20,2,3,18,13,1,12
53,否,偶爾出差,970,研發部,7,3,生命科學,1,730,3,男性,59,4,4,研究總監,3,已婚,14814,13514,3,是,否,19,3,3,80,0,32,3,3,5,1,1,3
41,否,偶爾出差,427,人力資源專員,10,4,人力資源專員,1,731,2,男性,73,2,5,經理,4,離婚,19141,8861,3,是,否,15,3,2,80,3,23,2,2,21,6,12,6
60,否,偶爾出差,1179,銷售部,16,4,行銷,1,732,1,男性,84,3,2,銷售執行,1,單身,5405,11924,8,是,否,14,3,4,80,0,10,1,3,2,2,2,2
27,否,頻繁出差,294,研發部,10,2,生命科學,1,733,4,男性,32,3,3,製造總監,1,離婚,8793,4809,1,是,否,21,4,3,80,2,9,4,2,9,7,1,7
41,否,偶爾出差,314,人力資源專員,1,3,人力資源專員,1,734,4,男性,59,2,5,經理,3,已婚,19189,19562,1,是,否,12,3,2,80,1,22,3,3,22,7,2,10
50,否,偶爾出差,316,銷售部,8,4,行銷,1,738,4,男性,54,3,1,銷售代表,2,已婚,3875,9983,7,是,否,15,3,4,80,1,4,2,3,2,2,2,2
28,是,偶爾出差,654,研發部,1,2,生命科學,1,741,1,女性,67,1,1,研究科學家,2,單身,2216,3872,7,是,是,13,3,4,80,0,10,4,3,7,7,3,7
36,否,不出差,427,研發部,8,3,生命科學,1,742,1,女性,63,4,3,研究總監,1,已婚,11713,20335,9,是,否,14,3,1,80,1,10,2,3,8,7,0,5
38,否,偶爾出差,168,研發部,1,3,生命科學,1,743,3,女性,81,3,3,製造總監,3,單身,7861,15397,4,是,是,14,3,4,80,0,10,4,4,1,0,0,0
44,否,不出差,381,研發部,24,3,醫學,1,744,1,男性,49,1,1,實驗室技術員,3,單身,3708,2104,2,是,否,14,3,3,80,0,9,5,3,5,2,1,4
47,否,頻繁出差,217,銷售部,3,3,醫學,1,746,4,女性,49,3,4,銷售執行,3,離婚,13770,10225,9,是,是,12,3,4,80,2,28,2,2,22,2,11,13
30,否,偶爾出差,501,銷售部,27,5,行銷,1,747,3,男性,99,3,2,銷售執行,4,離婚,5304,25275,7,是,否,23,4,4,80,1,10,2,2,8,7,7,7
29,否,偶爾出差,1396,銷售部,10,3,生命科學,1,749,3,男性,99,3,1,銷售代表,3,單身,2642,2755,1,是,否,11,3,3,80,0,1,6,3,1,0,0,0
42,是,頻繁出差,933,研發部,19,3,醫學,1,752,3,男性,57,4,1,研究科學家,3,離婚,2759,20366,6,是,是,12,3,4,80,0,7,2,3,2,2,2,2
43,否,頻繁出差,775,銷售部,15,3,生命科學,1,754,4,男性,47,2,2,銷售執行,4,已婚,6804,23683,3,是,否,18,3,3,80,1,7,5,3,2,2,2,2
34,否,偶爾出差,970,研發部,8,2,醫學,1,757,2,女性,96,3,2,醫療代表,3,單身,6142,7360,3,是,否,11,3,4,80,0,10,2,3,5,1,4,3
23,否,偶爾出差,650,研發部,9,1,醫學,1,758,2,男性,37,3,1,實驗室技術員,1,已婚,2500,4344,1,是,否,14,3,4,80,1,5,2,4,4,3,0,2
39,否,偶爾出差,141,人力資源專員,3,3,人力資源專員,1,760,3,女性,44,4,2,人力資源專員,2,已婚,6389,18767,9,是,否,15,3,3,80,1,12,3,1,8,3,3,6
56,否,偶爾出差,832,研發部,9,3,醫學,1,762,3,男性,81,3,4,醫療代表,4,已婚,11103,20420,7,是,否,11,3,3,80,0,30,1,2,10,7,1,1
40,否,偶爾出差,804,研發部,2,1,醫學,1,763,4,女性,86,2,1,研究科學家,4,單身,2342,22929,0,是,是,20,4,4,80,0,5,2,2,4,2,2,3
27,否,偶爾出差,975,研發部,7,3,醫學,1,764,4,女性,55,2,2,醫療代表,1,單身,6811,23398,8,是,否,19,3,1,80,0,9,2,1,7,6,0,7
29,否,偶爾出差,1090,銷售部,10,3,行銷,1,766,4,男性,83,3,1,銷售代表,2,離婚,2297,17967,1,是,否,14,3,4,80,2,2,2,3,2,2,2,2
53,否,偶爾出差,346,研發部,6,3,生命科學,1,769,4,男性,86,3,2,實驗室技術員,4,單身,2450,10919,2,是,否,17,3,4,80,0,19,4,3,2,2,2,2
35,否,不出差,1225,研發部,2,4,生命科學,1,771,4,女性,61,3,2,醫療代表,1,離婚,5093,4761,2,是,否,11,3,1,80,1,16,2,4,1,0,0,0
32,否,頻繁出差,430,研發部,24,4,生命科學,1,772,1,男性,80,3,2,實驗室技術員,4,已婚,5309,21146,1,是,否,15,3,4,80,2,10,2,3,10,8,4,7
38,否,偶爾出差,268,研發部,2,5,醫學,1,773,4,男性,92,3,1,研究科學家,3,已婚,3057,20471,6,是,是,13,3,2,80,1,6,0,1,1,0,0,1
34,否,偶爾出差,167,研發部,8,5,生命科學,1,775,2,女性,32,3,2,製造總監,1,離婚,5121,4187,3,是,否,14,3,3,80,1,7,3,3,0,0,0,0
52,否,偶爾出差,621,銷售部,3,4,行銷,1,776,3,男性,31,2,4,經理,1,已婚,16856,10084,1,是,否,11,3,1,80,0,34,3,4,34,6,1,16
33,是,偶爾出差,527,研發部,1,4,其他,1,780,4,男性,63,3,1,研究科學家,4,單身,2686,5207,1,是,是,13,3,3,80,0,10,2,2,10,9,7,8
25,否,偶爾出差,883,銷售部,26,1,醫學,1,781,3,女性,32,3,2,銷售執行,4,單身,6180,22807,1,是,否,23,4,2,80,0,6,5,2,6,5,1,4
45,否,偶爾出差,954,銷售部,2,2,技術學位,1,783,2,男性,46,1,2,銷售代表,3,單身,6632,12388,0,是,否,13,3,1,80,0,9,3,3,8,7,3,1
23,否,偶爾出差,310,研發部,10,1,醫學,1,784,1,男性,79,4,1,研究科學家,3,單身,3505,19630,1,是,否,18,3,4,80,0,2,3,3,2,2,0,2
47,是,頻繁出差,719,銷售部,27,2,生命科學,1,785,2,女性,77,4,2,銷售執行,3,單身,6397,10339,4,是,是,12,3,4,80,0,8,2,3,5,4,1,3
34,否,偶爾出差,304,銷售部,2,3,其他,1,786,4,男性,60,3,2,銷售執行,4,單身,6274,18686,1,是,否,22,4,3,80,0,6,5,3,6,5,1,4
55,是,偶爾出差,725,研發部,2,3,醫學,1,787,4,男性,78,3,5,經理,1,已婚,19859,21199,5,是,是,13,3,4,80,1,24,2,3,5,2,1,4
36,否,不出差,1434,銷售部,8,4,生命科學,1,789,1,男性,76,2,3,銷售執行,1,單身,7587,14229,1,是,否,15,3,2,80,0,10,1,3,10,7,0,9
52,否,不出差,715,研發部,19,4,醫學,1,791,4,男性,41,3,1,研究科學家,4,已婚,4258,26589,0,是,否,18,3,1,80,1,5,3,3,4,3,1,2
26,否,頻繁出差,575,研發部,1,2,生命科學,1,792,1,女性,71,1,1,實驗室技術員,4,離婚,4364,5288,3,是,否,14,3,1,80,1,5,2,3,2,2,2,0
29,否,偶爾出差,657,研發部,27,3,醫學,1,793,2,女性,66,3,2,醫療代表,3,已婚,4335,25549,4,是,否,12,3,1,80,1,11,3,2,8,7,1,1
26,是,偶爾出差,1146,銷售部,8,3,技術學位,1,796,4,男性,38,2,2,銷售執行,1,單身,5326,3064,6,是,否,17,3,3,80,0,6,2,2,4,3,1,2
34,否,偶爾出差,182,研發部,1,4,生命科學,1,797,2,女性,72,4,1,研究科學家,4,單身,3280,13551,2,是,否,16,3,3,80,0,10,2,3,4,2,1,3
54,否,偶爾出差,376,研發部,19,4,醫學,1,799,4,女性,95,3,2,製造總監,1,離婚,5485,22670,9,是,是,11,3,2,80,2,9,4,3,5,3,1,4
27,否,頻繁出差,829,銷售部,8,1,行銷,1,800,3,男性,84,3,2,銷售執行,4,已婚,4342,24008,0,是,否,19,3,2,80,1,5,3,3,4,2,1,1
37,否,偶爾出差,571,研發部,10,1,生命科學,1,802,4,女性,82,3,1,研究科學家,1,離婚,2782,19905,0,是,是,13,3,2,80,2,6,3,2,5,3,4,3
38,否,頻繁出差,240,研發部,2,4,生命科學,1,803,1,女性,75,4,2,製造總監,1,單身,5980,26085,6,是,是,12,3,4,80,0,17,2,3,15,7,4,12
34,否,偶爾出差,121,研發部,2,4,醫學,1,804,3,女性,86,2,1,研究科學家,1,單身,4381,7530,1,是,否,11,3,3,80,0,6,3,3,6,5,1,3
35,否,偶爾出差,384,銷售部,8,4,生命科學,1,805,1,女性,72,3,1,銷售代表,4,已婚,2572,20317,1,是,否,16,3,2,80,1,3,1,2,3,2,0,2
30,否,偶爾出差,921,研發部,1,3,生命科學,1,806,4,男性,38,1,1,實驗室技術員,3,已婚,3833,24375,3,是,否,21,4,3,80,2,7,2,3,2,2,0,2
40,否,頻繁出差,791,研發部,2,2,醫學,1,807,3,女性,38,4,2,醫療代表,2,已婚,4244,9931,1,是,否,24,4,4,80,1,8,2,3,8,7,3,7
34,否,偶爾出差,1111,銷售部,8,2,生命科學,1,808,3,女性,93,3,2,銷售執行,1,已婚,6500,13305,5,是,否,17,3,2,80,1,6,1,3,3,2,1,2
42,否,頻繁出差,570,研發部,8,3,生命科學,1,809,2,男性,66,3,5,經理,4,離婚,18430,16225,1,是,否,13,3,2,80,1,24,4,2,24,7,14,9
23,是,偶爾出差,1243,研發部,6,3,生命科學,1,811,3,男性,63,4,1,實驗室技術員,1,已婚,1601,3445,1,是,是,21,4,3,80,2,1,2,3,0,0,0,0
24,否,不出差,1092,研發部,9,3,生命科學,1,812,3,男性,60,2,1,實驗室技術員,2,離婚,2694,26551,1,是,否,11,3,3,80,3,1,4,3,1,0,0,0
52,否,偶爾出差,1325,研發部,11,4,生命科學,1,813,4,女性,82,3,2,實驗室技術員,3,已婚,3149,21821,8,是,否,20,4,2,80,1,9,3,3,5,2,1,4
50,否,偶爾出差,691,研發部,2,3,醫學,1,815,3,男性,64,3,4,研究總監,3,已婚,17639,6881,5,是,否,16,3,4,80,0,30,3,3,4,3,0,3
29,是,偶爾出差,805,研發部,1,2,生命科學,1,816,2,女性,36,2,1,實驗室技術員,1,已婚,2319,6689,1,是,是,11,3,4,80,1,1,1,3,1,0,0,0
33,否,偶爾出差,213,研發部,7,3,醫學,1,817,3,男性,49,3,3,研究總監,3,已婚,11691,25995,0,是,否,11,3,4,80,0,14,3,4,13,9,3,7
33,是,偶爾出差,118,銷售部,16,3,行銷,1,819,1,女性,69,3,2,銷售執行,1,單身,5324,26507,5,是,否,15,3,3,80,0,6,3,3,3,2,0,2
47,否,偶爾出差,202,研發部,2,2,其他,1,820,3,女性,33,3,4,經理,4,已婚,16752,12982,1,是,是,11,3,3,80,1,26,3,2,26,14,3,0
36,否,偶爾出差,676,研發部,1,3,其他,1,823,3,女性,35,3,2,製造總監,2,已婚,5228,23361,0,是,否,15,3,1,80,1,10,2,3,9,7,0,5
29,否,偶爾出差,1252,研發部,23,2,生命科學,1,824,3,男性,81,4,1,研究科學家,3,已婚,2700,23779,1,是,否,24,4,3,80,1,10,3,3,10,7,0,7
58,是,偶爾出差,286,研發部,2,4,生命科學,1,825,4,男性,31,3,5,研究總監,2,單身,19246,25761,7,是,是,12,3,4,80,0,40,2,3,31,15,13,8
35,否,偶爾出差,1258,研發部,1,4,生命科學,1,826,4,女性,40,4,1,研究科學家,3,單身,2506,13301,3,是,否,13,3,3,80,0,7,0,3,2,2,2,2
42,否,偶爾出差,932,研發部,1,2,生命科學,1,827,4,女性,43,2,2,製造總監,4,已婚,6062,4051,9,是,是,13,3,4,80,1,8,4,3,4,3,0,2
28,是,偶爾出差,890,研發部,2,4,醫學,1,828,3,男性,46,3,1,研究科學家,3,單身,4382,16374,6,是,否,17,3,4,80,0,5,3,2,2,2,2,1
36,否,偶爾出差,1041,人力資源專員,13,3,人力資源專員,1,829,3,男性,36,3,1,人力資源專員,2,已婚,2143,25527,4,是,否,13,3,2,80,1,8,2,3,5,2,0,4
32,否,偶爾出差,859,研發部,4,3,生命科學,1,830,3,女性,98,2,2,製造總監,3,已婚,6162,19124,1,是,否,12,3,3,80,1,14,3,3,14,13,6,8
40,否,頻繁出差,720,研發部,16,4,醫學,1,832,1,男性,51,2,2,實驗室技術員,3,單身,5094,11983,6,是,否,14,3,4,80,0,10,6,3,1,0,0,0
30,否,偶爾出差,946,研發部,2,3,醫學,1,833,3,女性,52,2,2,製造總監,4,單身,6877,20234,5,是,是,24,4,2,80,0,12,4,2,0,0,0,0
45,否,偶爾出差,252,研發部,2,3,生命科學,1,834,2,女性,95,2,1,研究科學家,3,單身,2274,6153,1,是,否,14,3,4,80,0,1,3,3,1,0,0,0
42,否,偶爾出差,933,研發部,29,3,生命科學,1,836,2,男性,98,3,2,製造總監,2,已婚,4434,11806,1,是,否,13,3,4,80,1,10,3,2,9,8,7,8
38,否,頻繁出差,471,研發部,12,3,生命科學,1,837,1,男性,45,2,2,醫療代表,1,離婚,6288,4284,2,是,否,15,3,3,80,1,13,3,2,4,3,1,2
34,否,頻繁出差,702,研發部,16,4,生命科學,1,838,3,女性,100,2,1,研究科學家,4,單身,2553,8306,1,是,否,16,3,3,80,0,6,3,3,5,2,1,3
49,是,偶爾出差,1184,銷售部,11,3,行銷,1,840,3,女性,43,3,3,銷售執行,4,已婚,7654,5860,1,是,否,18,3,1,80,2,9,3,4,9,8,7,7
55,是,偶爾出差,436,銷售部,2,1,醫學,1,842,3,男性,37,3,2,銷售執行,4,單身,5160,21519,4,是,否,16,3,3,80,0,12,3,2,9,7,7,3
43,否,偶爾出差,589,研發部,14,2,生命科學,1,843,2,男性,94,3,4,研究總監,1,已婚,17159,5200,6,是,否,24,4,3,80,1,22,3,3,4,1,1,0
27,否,偶爾出差,269,研發部,5,1,技術學位,1,844,3,男性,42,2,3,研究總監,4,離婚,12808,8842,1,是,是,16,3,2,80,1,9,3,3,9,8,0,8
35,否,偶爾出差,950,研發部,7,3,其他,1,845,3,男性,59,3,3,製造總監,3,單身,10221,18869,3,是,否,21,4,2,80,0,17,3,4,8,5,1,6
28,否,偶爾出差,760,銷售部,2,4,行銷,1,846,2,女性,81,3,2,銷售執行,2,已婚,4779,3698,1,是,是,20,4,1,80,0,8,2,3,8,7,7,5
34,否,偶爾出差,829,人力資源專員,3,2,人力資源專員,1,847,3,男性,88,3,1,人力資源專員,4,已婚,3737,2243,0,是,否,19,3,3,80,1,4,1,1,3,2,0,2
26,是,頻繁出差,887,研發部,5,2,醫學,1,848,3,女性,88,2,1,研究科學家,3,已婚,2366,20898,1,是,是,14,3,1,80,1,8,2,3,8,7,1,7
27,否,不出差,443,研發部,3,3,醫學,1,850,4,男性,50,3,1,研究科學家,4,已婚,1706,16571,1,是,否,11,3,3,80,3,0,6,2,0,0,0,0
51,否,偶爾出差,1318,銷售部,26,4,行銷,1,851,1,女性,66,3,4,經理,3,已婚,16307,5594,2,是,否,14,3,3,80,1,29,2,2,20,6,4,17
44,否,偶爾出差,625,研發部,4,3,醫學,1,852,4,男性,50,3,2,醫療代表,2,單身,5933,5197,9,是,否,12,3,4,80,0,10,2,2,5,2,2,3
25,否,偶爾出差,180,研發部,2,1,醫學,1,854,1,男性,65,4,1,研究科學家,1,單身,3424,21632,7,是,否,13,3,3,80,0,6,3,2,4,3,0,1
33,否,偶爾出差,586,銷售部,1,3,醫學,1,855,1,男性,48,4,2,銷售執行,1,離婚,4037,21816,1,是,否,22,4,1,80,1,9,5,3,9,8,0,8
35,否,偶爾出差,1343,研發部,27,1,醫學,1,856,3,女性,53,2,1,研究科學家,1,單身,2559,17852,1,是,否,11,3,4,80,0,6,3,2,6,5,1,1
36,否,偶爾出差,928,銷售部,1,2,生命科學,1,857,2,男性,56,3,2,銷售執行,4,已婚,6201,2823,1,是,是,14,3,4,80,1,18,1,2,18,14,4,11
32,否,偶爾出差,117,銷售部,13,4,生命科學,1,859,2,男性,73,3,2,銷售執行,4,離婚,4403,9250,2,是,否,11,3,3,80,1,8,3,2,5,2,0,3
30,否,頻繁出差,1012,研發部,5,4,生命科學,1,861,2,男性,75,2,1,研究科學家,4,離婚,3761,2373,9,是,否,12,3,2,80,1,10,3,2,5,4,0,3
53,否,偶爾出差,661,銷售部,7,2,行銷,1,862,1,女性,78,2,3,銷售執行,4,已婚,10934,20715,7,是,是,18,3,4,80,1,35,3,3,5,2,0,4
45,否,偶爾出差,930,銷售部,9,3,行銷,1,864,4,男性,74,3,3,銷售執行,1,離婚,10761,19239,4,是,是,12,3,3,80,1,18,2,3,5,4,0,2
32,否,偶爾出差,638,研發部,8,2,醫學,1,865,3,女性,91,4,2,研究科學家,3,已婚,5175,22162,5,是,否,12,3,3,80,1,9,3,2,5,3,1,3
